F148W,F169M,F172M,N219M,N279N,U,B,V,R,I,J,H,K,FUV,NUV,age,Z
4.28046E-24,5.33437E-24,7.92672E-24,1.80937E-23,4.12291E-23,2.04586E-22,5.50377E-22,7.86234E-22,1.04605E-21,1.26856E-21,2.42983E-21,3.04063E-21,6.94647E-22,4.61853E-24,2.43518E-23,4.00E-02,8.80E+00
2.55775E-24,3.09519E-24,4.21022E-24,8.85844E-24,2.47166E-23,1.47964E-22,4.23475E-22,6.8429E-22,1.01597E-21,1.33851E-21,2.81172E-21,3.60937E-21,8.28965E-22,2.72762E-24,1.30428E-23,4.00E-02,8.90E+00
1.61909E-24,1.8734E-24,2.40206E-24,4.65071E-24,1.60182E-23,1.12284E-22,3.23003E-22,5.35708E-22,8.18404E-22,1.11551E-21,2.61276E-21,3.44118E-21,7.99179E-22,1.69392E-24,7.51251E-24,4.00E-02,9.00E+00
6.96267E-25,8.26747E-25,1.08764E-24,2.18805E-24,1.01896E-23,8.58789E-23,2.58231E-22,4.46297E-22,6.57979E-22,8.25521E-22,1.65745E-21,2.09045E-21,4.75326E-22,7.29906E-25,4.09251E-24,4.00E-02,9.10E+00
2.23975E-25,2.47396E-25,3.22041E-25,7.68548E-25,6.31766E-24,6.33916E-23,1.95335E-22,3.45107E-22,4.91795E-22,5.70091E-22,8.93388E-22,1.03263E-21,2.24587E-22,2.24467E-25,2.0171E-24,4.00E-02,9.20E+00
2.00689E-25,2.64525E-25,3.82706E-25,7.54674E-25,4.729E-24,4.77662E-23,1.51219E-22,2.75418E-22,4.0844E-22,4.93656E-22,8.88603E-22,1.08573E-21,2.41419E-22,2.14912E-25,1.61298E-24,4.00E-02,9.30E+00
1.02383E-25,1.29704E-25,2.20853E-25,5.02689E-25,3.28117E-24,3.59016E-23,1.22431E-22,2.37624E-22,3.68468E-22,4.55772E-22,8.55043E-22,1.06844E-21,2.37791E-22,1.03542E-25,1.08731E-24,4.00E-02,9.40E+00
7.03034E-26,7.31237E-26,1.00873E-25,2.31057E-25,2.04209E-24,2.54707E-23,9.47402E-23,1.97479E-22,3.21425E-22,4.07332E-22,7.3902E-22,9.15832E-22,2.01617E-22,6.8374E-26,6.02683E-25,4.00E-02,9.50E+00
5.65956E-26,5.20374E-26,5.42605E-26,9.80221E-26,1.20699E-24,1.71541E-23,6.73838E-23,1.45107E-22,2.40254E-22,3.06812E-22,5.70138E-22,7.13996E-22,1.56717E-22,5.37562E-26,3.16501E-25,4.00E-02,9.60E+00
2.7521E-26,2.50334E-26,2.36575E-26,3.68218E-26,7.02095E-25,1.13113E-23,4.59731E-23,9.99196E-23,1.6404E-22,2.05659E-22,3.53864E-22,4.29639E-22,9.24553E-23,2.63154E-26,1.61218E-25,4.00E-02,9.70E+00
2.84172E-26,2.60481E-26,2.51742E-26,3.1559E-26,4.46347E-25,7.65202E-24,3.23294E-23,7.17143E-23,1.19982E-22,1.52763E-22,2.64531E-22,3.2017E-22,6.88462E-23,2.71978E-26,1.06647E-25,4.00E-02,9.80E+00
1.00821E-25,1.38369E-25,1.7936E-25,2.62163E-25,6.09356E-25,6.83179E-24,2.86935E-23,6.27118E-23,1.05165E-22,1.34811E-22,2.36413E-22,2.86906E-22,6.16676E-23,1.15312E-25,3.26187E-25,4.00E-02,9.90E+00
1.35641E-24,1.1678E-24,1.17301E-24,1.21339E-24,1.11415E-24,4.95512E-24,2.04832E-23,4.62964E-23,8.0186E-23,1.05491E-22,1.9643E-22,2.43786E-22,5.26448E-23,1.23655E-24,1.20482E-24,4.00E-02,1.00E+01
7.34483E-25,6.26901E-25,6.47091E-25,8.01617E-25,6.74687E-25,3.60514E-24,1.49558E-23,3.28009E-23,5.44544E-23,6.84238E-23,1.08368E-22,1.24356E-22,2.56688E-23,6.60535E-25,7.55902E-25,4.00E-02,1.01E+01
6.07061E-25,5.08897E-25,5.28533E-25,6.77827E-25,5.35813E-25,2.5272E-24,1.16187E-23,2.76486E-23,5.02812E-23,6.8614E-23,1.31726E-22,1.63944E-22,3.5314E-23,5.41495E-25,6.34161E-25,4.00E-02,1.02E+01
4.44273E-25,3.87026E-25,3.92589E-25,4.46298E-25,3.63295E-25,2.14063E-24,1.06629E-23,2.60239E-23,4.78124E-23,6.5217E-23,1.22529E-22,1.50912E-22,3.231E-23,4.04507E-25,4.22724E-25,4.00E-02,1.03E+01
5.11198E-25,4.28224E-25,4.38585E-25,5.18707E-25,3.98212E-25,1.50332E-24,6.78995E-24,1.59453E-23,2.89578E-23,3.93637E-23,6.89069E-23,8.11562E-23,1.68218E-23,4.5626E-25,4.89867E-25,4.00E-02,1.04E+01
1.95626E-25,1.71559E-25,1.70711E-25,1.66076E-25,1.52738E-25,1.37902E-24,8.04086E-24,2.10427E-23,4.0923E-23,5.79206E-23,1.12001E-22,1.39016E-22,2.98422E-23,1.79406E-25,1.66387E-25,4.00E-02,1.05E+01
2.89953E-25,2.51096E-25,2.46594E-25,2.29149E-25,1.95126E-25,6.12639E-25,3.15934E-24,8.26941E-24,1.72191E-23,2.60473E-23,5.10707E-23,6.1965E-23,1.29278E-23,2.65116E-25,2.33191E-25,4.00E-02,1.06E+01
3.56495E-25,3.13137E-25,3.13631E-25,3.10186E-25,2.35956E-25,4.91049E-25,2.30242E-24,5.99809E-24,1.28973E-23,1.99987E-23,3.89226E-23,4.66833E-23,9.59618E-24,3.25433E-25,3.00236E-25,4.00E-02,1.07E+01
1.30646E-25,1.13354E-25,1.13093E-25,1.10773E-25,8.77418E-26,3.65372E-25,2.10767E-24,5.70292E-24,1.24718E-23,1.93895E-23,3.74552E-23,4.48875E-23,9.19844E-24,1.18711E-25,1.08815E-25,4.00E-02,1.08E+01
1.25844E-25,1.06338E-25,1.03779E-25,9.71116E-26,8.43144E-26,4.04196E-25,2.39838E-24,6.45625E-24,1.37057E-23,2.04854E-23,3.7596E-23,4.47278E-23,9.12933E-24,1.14034E-25,9.97595E-26,4.00E-02,1.09E+01
1.12597E-25,9.60027E-26,9.37336E-26,8.74526E-26,7.70302E-26,3.3052E-25,2.23718E-24,6.50124E-24,1.37299E-23,2.03361E-23,4.00757E-23,5.08217E-23,1.10573E-23,1.02623E-25,9.02967E-26,4.00E-02,1.10E+01
