F148W,F169M,F172M,N219M,N279N,U,B,V,R,I,J,H,K,FUV,NUV,age,Z
2.71889E-21,2.63088E-21,2.57525E-21,2.53274E-21,2.36173E-21,2.76E-21,4.52E-21,4.76E-21,5.01E-21,4.81E-21,4.68E-21,4.43E-21,8.53E-22,2.68E-21,2.54E-21,3.00E-03,7.80E+00
2.19459E-21,2.14668E-21,2.10441E-21,2.09799E-21,1.98372E-21,2.28E-21,3.65E-21,3.98E-21,4.51E-21,4.66E-21,5.51E-21,6.16E-21,1.29E-21,2.18E-21,2.11E-21,3.00E-03,7.90E+00
1.75437E-21,1.73746E-21,1.70934E-21,1.73471E-21,1.68363E-21,2.05E-21,3.42E-21,3.85E-21,4.44E-21,4.62E-21,5.43E-21,6.00E-21,1.24E-21,1.76E-21,1.75E-21,3.00E-03,8.00E+00
1.31931E-21,1.32445E-21,1.30996E-21,1.35646E-21,1.35549E-21,1.76E-21,3.07E-21,3.55E-21,4.19E-21,4.41E-21,5.29E-21,5.92E-21,1.23E-21,1.33E-21,1.38E-21,3.00E-03,8.10E+00
9.60727E-22,9.8055E-22,9.77399E-22,1.0375E-21,1.07689E-21,1.53E-21,2.83E-21,3.37E-21,4.06E-21,4.35E-21,5.37E-21,6.11E-21,1.28E-21,9.78E-22,1.06E-21,3.00E-03,8.20E+00
6.66555E-22,6.92408E-22,6.96935E-22,7.56163E-22,8.07921E-22,1.21E-21,2.26E-21,2.66E-21,3.16E-21,3.35E-21,4.06E-21,4.59E-21,9.60E-22,6.85E-22,7.81E-22,3.00E-03,8.30E+00
4.67391E-22,4.9585E-22,5.05445E-22,5.61463E-22,6.2231E-22,1.00E-21,1.95E-21,2.28E-21,2.69E-21,2.84E-21,3.44E-21,3.89E-21,8.16E-22,4.86E-22,5.86E-22,3.00E-03,8.40E+00
3.05515E-22,3.32382E-22,3.44542E-22,3.91347E-22,4.51809E-22,8.16E-22,1.70E-21,2.13E-21,2.65E-21,2.88E-21,3.63E-21,4.19E-21,8.81E-22,3.22E-22,4.13E-22,3.00E-03,8.50E+00
1.95769E-22,2.20951E-22,2.34565E-22,2.73852E-22,3.29145E-22,6.15E-22,1.30E-21,1.52E-21,1.76E-21,1.83E-21,2.11E-21,2.31E-21,4.76E-22,2.11E-22,2.93E-22,3.00E-03,8.60E+00
1.20382E-22,1.41943E-22,1.55621E-22,1.86972E-22,2.37004E-22,5.00E-22,1.13E-21,1.42E-21,1.73E-21,1.84E-21,2.19E-21,2.41E-21,4.96E-22,1.33E-22,2.04E-22,3.00E-03,8.70E+00
7.32697E-23,9.22041E-23,1.06471E-22,1.32975E-22,1.76763E-22,3.89E-22,9.25E-22,1.22E-21,1.57E-21,1.73E-21,2.23E-21,2.58E-21,5.38E-22,8.31E-23,1.47E-22,3.00E-03,8.80E+00
4.10239E-23,5.63466E-23,7.13499E-23,9.44029E-23,1.34278E-22,3.27E-22,8.34E-22,1.19E-21,1.60E-21,1.79E-21,2.33E-21,2.69E-21,5.55E-22,4.78E-23,1.07E-22,3.00E-03,8.90E+00
2.39611E-23,3.48439E-23,5.05779E-23,7.22298E-23,1.09337E-22,2.86E-22,7.52E-22,1.12E-21,1.53E-21,1.72E-21,2.25E-21,2.58E-21,5.29E-22,2.76E-23,8.39E-23,3.00E-03,9.00E+00
1.16265E-23,1.71006E-23,2.94773E-23,4.84913E-23,8.18723E-23,2.50E-22,6.84E-22,1.11E-21,1.60E-21,1.83E-21,2.42E-21,2.78E-21,5.70E-22,1.28E-23,5.89E-23,3.00E-03,9.10E+00
4.50304E-24,6.75845E-24,1.4071E-23,2.91438E-23,5.5763E-23,1.84E-22,5.06E-22,8.57E-22,1.25E-21,1.45E-21,1.95E-21,2.26E-21,4.65E-22,4.85E-24,3.75E-23,3.00E-03,9.20E+00
2.1249E-24,3.10332E-24,6.48697E-24,1.63897E-23,3.62089E-23,1.30E-22,3.35E-22,5.40E-22,7.53E-22,8.46E-22,1.06E-21,1.18E-21,2.39E-22,2.33E-24,2.25E-23,3.00E-03,9.30E+00
9.04152E-25,1.35346E-24,2.84351E-24,8.78047E-24,2.29528E-23,9.42E-23,2.45E-22,4.18E-22,6.02E-22,6.88E-22,8.78E-22,9.87E-22,2.00E-22,1.02E-24,1.30E-23,3.00E-03,9.40E+00
3.15614E-25,5.03655E-25,1.16521E-24,4.65706E-24,1.47988E-23,6.97E-23,1.82E-22,3.20E-22,4.67E-22,5.35E-22,6.81E-22,7.61E-22,1.54E-22,3.63E-25,7.62E-24,3.00E-03,9.50E+00
1.40993E-25,2.30106E-25,5.7074E-25,2.72667E-24,1.00016E-23,5.20E-23,1.38E-22,2.48E-22,3.65E-22,4.20E-22,5.34E-22,5.95E-22,1.20E-22,1.61E-25,4.80E-24,3.00E-03,9.60E+00
7.1285E-26,1.0513E-25,2.81491E-25,1.68841E-24,7.19798E-24,4.14E-23,1.11E-22,2.06E-22,3.06E-22,3.54E-22,4.54E-22,5.07E-22,1.02E-22,7.64E-26,3.23E-24,3.00E-03,9.70E+00
5.51303E-26,7.93432E-26,1.72694E-25,1.13607E-24,5.49184E-24,3.35E-23,8.97E-23,1.65E-22,2.45E-22,2.81E-22,3.56E-22,3.92E-22,7.84E-23,6.22E-26,2.34E-24,3.00E-03,9.80E+00
3.19302E-26,4.31012E-26,9.58047E-26,7.03839E-25,3.68109E-24,2.22E-23,5.74E-23,1.03E-22,1.51E-22,1.74E-22,2.17E-22,2.38E-22,4.76E-23,3.41E-26,1.52E-24,3.00E-03,9.90E+00
3.49437E-26,3.68493E-26,5.7162E-26,4.3714E-25,2.85028E-24,2.05E-23,5.70E-23,1.09E-22,1.65E-22,1.92E-22,2.48E-22,2.76E-22,5.55E-23,3.50E-26,1.08E-24,3.00E-03,1.00E+01
1.15806E-26,1.42372E-26,3.16215E-26,3.34825E-25,2.23199E-24,1.51E-23,3.99E-23,7.30E-23,1.08E-22,1.24E-22,1.56E-22,1.70E-22,3.39E-23,1.20E-26,8.43E-25,3.00E-03,1.01E+01
4.03953E-26,3.95256E-26,4.46167E-26,1.70169E-25,1.54527E-24,1.54E-23,4.92E-23,1.03E-22,1.63E-22,1.95E-22,2.63E-22,3.01E-22,6.11E-23,3.97E-26,5.02E-25,3.00E-03,1.02E+01
7.75667E-27,7.44363E-27,8.12279E-27,5.05138E-26,6.42802E-25,6.44953E-24,1.97847E-23,3.97954E-23,6.23111E-23,7.3835E-23,9.6662E-23,1.07113E-22,2.14054E-23,7.57748E-27,1.91404E-25,3.00E-03,1.03E+01
3.26134E-27,3.3771E-27,5.35902E-27,4.79058E-26,5.7248E-25,5.70136E-24,1.75675E-23,3.50895E-23,5.5015E-23,6.53058E-23,8.57498E-23,9.50929E-23,1.90118E-23,3.19555E-27,1.72868E-25,3.00E-03,1.04E+01
1.07117E-25,1.47997E-25,1.9644E-25,3.05999E-25,8.72649E-25,5.91341E-24,1.77527E-23,3.34483E-23,5.15039E-23,6.08467E-23,7.98303E-23,8.86661E-23,1.77544E-23,1.24296E-25,4.47891E-25,3.00E-03,1.05E+01
5.32395E-25,5.82298E-25,6.03853E-25,7.20585E-25,1.34253E-24,6.75459E-24,1.88954E-23,3.52041E-23,5.36379E-23,6.2931E-23,8.13122E-23,8.93932E-23,1.78164E-23,5.63693E-25,8.78266E-25,3.00E-03,1.06E+01
8.9681E-25,8.9146E-25,8.76166E-25,9.02684E-25,1.15243E-24,5.58831E-24,1.93867E-23,4.29426E-23,7.2169E-23,8.90783E-23,1.27632E-22,1.51564E-22,3.1154E-23,8.99563E-25,9.65731E-25,3.00E-03,1.07E+01
1.23368E-24,1.12995E-24,1.07521E-24,9.68854E-25,9.2115E-25,2.60418E-24,8.08579E-24,1.71445E-23,2.88572E-23,3.57056E-23,5.0467E-23,5.83724E-23,1.18418E-23,1.18314E-24,9.6976E-25,3.00E-03,1.08E+01
7.02912E-25,6.24233E-25,5.84089E-25,5.08069E-25,6.10911E-25,4.19016E-24,1.51765E-23,3.44295E-23,5.77161E-23,7.06797E-23,9.93771E-23,1.16043E-22,2.36758E-23,6.62005E-25,5.22844E-25,3.00E-03,1.09E+01
1.31653E-27,1.32441E-27,1.35109E-27,1.69057E-27,1.82221E-26,2.47545E-25,8.9162E-25,1.91927E-24,3.23439E-24,3.95778E-24,5.26079E-24,5.64088E-24,1.10239E-24,1.32489E-27,4.92405E-27,3.00E-03,1.10E+01
8.90915E-20,8.1045E-20,7.5289E-20,6.40056E-20,4.27362E-20,2.82673E-20,2.34572E-20,1.65658E-20,1.22351E-20,8.72762E-21,4.13619E-21,2.43297E-21,1.24118E-21,8.4799E-20,5.83493E-20,4.00E-03,6.00E+00
1.0563E-19,9.67081E-20,9.08014E-20,7.78908E-20,5.24305E-20,3.47168E-20,2.87224E-20,2.02987E-20,1.49692E-20,1.06491E-20,5.02431E-21,2.95788E-21,1.56103E-21,1.00855E-19,7.11918E-20,4.00E-03,6.10E+00
1.23717E-19,1.13545E-19,1.07718E-19,9.39061E-20,6.47098E-20,4.35275E-20,3.63982E-20,2.59158E-20,1.91846E-20,1.3685E-20,6.48455E-21,3.82247E-21,2.07849E-21,1.18145E-19,8.65621E-20,4.00E-03,6.20E+00
1.47358E-19,1.35987E-19,1.31233E-19,1.18023E-19,8.71186E-20,6.47578E-20,6.38117E-20,5.47802E-20,5.00684E-20,4.33826E-20,3.46762E-20,2.9441E-20,2.02554E-20,1.41023E-19,1.11449E-19,4.00E-03,6.30E+00
1.36379E-19,1.26464E-19,1.22361E-19,1.11516E-19,8.57438E-20,6.6752E-20,7.02956E-20,6.65353E-20,6.81754E-20,6.43926E-20,6.26077E-20,5.99946E-20,3.84865E-20,1.30738E-19,1.06697E-19,4.00E-03,6.40E+00
1.01772E-19,9.3096E-20,8.92166E-20,8.01501E-20,5.90285E-20,4.31281E-20,4.06653E-20,3.27884E-20,2.80223E-20,2.29617E-20,1.69945E-20,1.42057E-20,8.27744E-21,9.68498E-20,7.56501E-20,4.00E-03,6.50E+00
7.8343E-20,7.12003E-20,6.85389E-20,6.22768E-20,4.61085E-20,3.43704E-20,3.28092E-20,2.55694E-20,2.09128E-20,1.64801E-20,1.09874E-20,8.58223E-21,4.00926E-21,7.4388E-20,5.87843E-20,4.00E-03,6.60E+00
6.0859E-20,5.47995E-20,5.28868E-20,4.81446E-20,3.55366E-20,2.67636E-20,2.62797E-20,2.13196E-20,1.88542E-20,1.61079E-20,1.3597E-20,1.26183E-20,4.16532E-21,5.7551E-20,4.53564E-20,4.00E-03,6.70E+00
4.5429E-20,4.09345E-20,3.9607E-20,3.62287E-20,2.75759E-20,2.18034E-20,2.33976E-20,2.26093E-20,2.49554E-20,2.5203E-20,2.93714E-20,3.18531E-20,8.71301E-21,4.30071E-20,3.44845E-20,4.00E-03,6.80E+00
3.3383E-20,3.00516E-20,2.90731E-20,2.6507E-20,2.04409E-20,1.60601E-20,1.70703E-20,1.73133E-20,2.07094E-20,2.21914E-20,2.90686E-20,3.38554E-20,8.01029E-21,3.15825E-20,2.54148E-20,4.00E-03,6.90E+00
2.30612E-20,2.08324E-20,2.01156E-20,1.81977E-20,1.44731E-20,1.15871E-20,1.27624E-20,1.36355E-20,1.69064E-20,1.84349E-20,2.45347E-20,2.87065E-20,6.60724E-21,2.18337E-20,1.77024E-20,4.00E-03,7.00E+00
1.63503E-20,1.48252E-20,1.42736E-20,1.27609E-20,1.05676E-20,8.70298E-21,9.9535E-21,1.08208E-20,1.3321E-20,1.44055E-20,1.87041E-20,2.15774E-20,4.84043E-21,1.55181E-20,1.2644E-20,4.00E-03,7.10E+00
1.19484E-20,1.08741E-20,1.05494E-20,9.53395E-21,7.9302E-21,6.50112E-21,7.63948E-21,8.34765E-21,1.01895E-20,1.09362E-20,1.39784E-20,1.59972E-20,3.43093E-21,1.13659E-20,9.43735E-21,4.00E-03,7.20E+00
9.04732E-21,8.35536E-21,8.22442E-21,7.69972E-21,6.61713E-21,6.10132E-21,7.81916E-21,7.48238E-21,7.68599E-21,7.36539E-21,7.72168E-21,8.03541E-21,1.65178E-21,8.67929E-21,7.63015E-21,4.00E-03,7.30E+00
7.10577E-21,6.59353E-21,6.49123E-21,6.10663E-21,5.27516E-21,5.01003E-21,6.76139E-21,6.49998E-21,6.62436E-21,6.30818E-21,6.49441E-21,6.64875E-21,1.36002E-21,6.83484E-21,6.05888E-21,4.00E-03,7.40E+00
5.52757E-21,5.18206E-21,5.10054E-21,4.85564E-21,4.27225E-21,4.30431E-21,6.23551E-21,6.19584E-21,6.42759E-21,6.17328E-21,6.34898E-21,6.40489E-21,1.27626E-21,5.34783E-21,4.83112E-21,4.00E-03,7.50E+00
4.27972E-21,4.06101E-21,3.99443E-21,3.85577E-21,3.46895E-21,3.66394E-21,5.54856E-21,5.64386E-21,5.89924E-21,5.66824E-21,5.72833E-21,5.65603E-21,1.11314E-21,4.17173E-21,3.85005E-21,4.00E-03,7.60E+00
3.3747E-21,3.24075E-21,3.18458E-21,3.11514E-21,2.85301E-21,3.03733E-21,4.59752E-21,4.68451E-21,4.89116E-21,4.69142E-21,4.71103E-21,4.63827E-21,9.09897E-22,3.31414E-21,3.11784E-21,4.00E-03,7.70E+00
2.64086E-21,2.56824E-21,2.52811E-21,2.51893E-21,2.37419E-21,2.75022E-21,4.4457E-21,4.60986E-21,4.81145E-21,4.60045E-21,4.52389E-21,4.34919E-21,8.45723E-22,2.61313E-21,2.53369E-21,4.00E-03,7.80E+00
2.12714E-21,2.0941E-21,2.06462E-21,2.09023E-21,2.01204E-21,2.37601E-21,3.8577E-21,4.07985E-21,4.44328E-21,4.47178E-21,5.07435E-21,5.53391E-21,1.1547E-21,2.12059E-21,2.10966E-21,4.00E-03,7.90E+00
1.66757E-21,1.66465E-21,1.64662E-21,1.69715E-21,1.67557E-21,2.0796E-21,3.49214E-21,3.81782E-21,4.26462E-21,4.34274E-21,4.94725E-21,5.37507E-21,1.1148E-21,1.67588E-21,1.72062E-21,4.00E-03,8.00E+00
1.2595E-21,1.27386E-21,1.26686E-21,1.33159E-21,1.34967E-21,1.78253E-21,3.1149E-21,3.51852E-21,4.06747E-21,4.25716E-21,5.109E-21,5.74651E-21,1.21069E-21,1.27556E-21,1.35695E-21,4.00E-03,8.10E+00
9.53853E-22,9.80942E-22,9.83064E-22,1.05628E-21,1.10323E-21,1.55476E-21,2.78864E-21,3.11415E-21,3.4923E-21,3.55418E-21,3.98353E-21,4.27024E-21,8.79768E-22,9.75465E-22,1.08344E-21,4.00E-03,8.20E+00
6.79204E-22,7.12037E-22,7.21137E-22,7.92576E-22,8.51228E-22,1.2678E-21,2.37938E-21,2.79697E-21,3.39284E-21,3.70548E-21,4.8289E-21,5.7325E-21,1.23509E-21,7.02276E-22,8.18274E-22,4.00E-03,8.30E+00
4.41982E-22,4.74379E-22,4.87595E-22,5.49117E-22,6.12541E-22,1.01501E-21,2.02427E-21,2.43097E-21,2.92501E-21,3.14592E-21,3.91417E-21,4.48733E-21,9.50491E-22,4.63072E-22,5.72891E-22,4.00E-03,8.40E+00
2.86828E-22,3.16691E-22,3.31661E-22,3.82485E-22,4.42971E-22,7.89769E-22,1.63774E-21,1.95456E-21,2.31889E-21,2.46847E-21,3.00862E-21,3.40556E-21,7.16486E-22,3.05264E-22,4.03673E-22,4.00E-03,8.50E+00
1.84977E-22,2.12366E-22,2.28325E-22,2.70546E-22,3.27272E-22,6.27839E-22,1.36172E-21,1.63394E-21,1.96195E-21,2.11563E-21,2.66723E-21,3.09443E-21,6.5741E-22,2.01005E-22,2.8962E-22,4.00E-03,8.60E+00
1.05775E-22,1.28627E-22,1.44663E-22,1.77731E-22,2.28082E-22,4.95163E-22,1.15066E-21,1.46897E-21,1.83647E-21,2.0037E-21,2.54184E-21,2.92733E-21,6.14763E-22,1.17992E-22,1.93929E-22,4.00E-03,8.70E+00
5.83355E-23,7.66647E-23,9.30957E-23,1.20423E-22,1.6418E-22,3.88587E-22,9.81034E-22,1.40261E-21,1.93268E-21,2.21159E-21,3.03663E-21,3.63339E-21,7.67708E-22,6.67801E-23,1.34189E-22,4.00E-03,8.80E+00
2.98978E-23,4.31998E-23,5.99945E-23,8.39656E-23,1.23274E-22,3.19136E-22,8.25156E-22,1.18413E-21,1.59707E-21,1.7926E-21,2.35613E-21,2.73127E-21,5.67952E-22,3.46573E-23,9.61315E-23,4.00E-03,8.90E+00
1.56735E-23,2.33973E-23,3.81132E-23,5.92913E-23,9.39463E-23,2.68636E-22,7.37456E-22,1.18236E-21,1.71211E-21,1.98472E-21,2.72629E-21,3.22389E-21,6.7258E-22,1.75687E-23,6.99857E-23,4.00E-03,9.00E+00
7.06542E-24,1.05459E-23,2.0669E-23,3.93549E-23,7.05942E-23,2.2444E-22,5.98671E-22,9.42983E-22,1.31954E-21,1.49484E-21,1.94839E-21,2.2294E-21,4.59054E-22,7.62038E-24,4.90352E-23,4.00E-03,9.10E+00
3.74482E-24,5.25629E-24,1.0358E-23,2.37739E-23,4.82305E-23,1.69876E-22,4.70743E-22,8.2144E-22,1.23792E-21,1.45891E-21,2.02927E-21,2.41862E-21,5.06114E-22,4.04092E-24,3.13133E-23,4.00E-03,9.20E+00
2.00576E-24,2.82477E-24,5.224E-24,1.3851E-23,3.23938E-23,1.23663E-22,3.19855E-22,5.25093E-22,7.46043E-22,8.49564E-22,1.0969E-21,1.24737E-21,2.56392E-22,2.24177E-24,1.94544E-23,4.00E-03,9.30E+00
5.74016E-25,8.78765E-25,1.88575E-24,6.68227E-24,1.95906E-23,9.01967E-23,2.40434E-22,4.21902E-22,6.19395E-22,7.16097E-22,9.38106E-22,1.07184E-21,2.20068E-22,6.51044E-25,1.04562E-23,4.00E-03,9.40E+00
2.27721E-25,3.52239E-25,7.7747E-25,3.42765E-24,1.23072E-23,6.51079E-23,1.75439E-22,3.17566E-22,4.71993E-22,5.48237E-22,7.18396E-22,8.18668E-22,1.67624E-22,2.59353E-25,5.95069E-24,4.00E-03,9.50E+00
1.04529E-25,1.54807E-25,3.65882E-25,1.93885E-24,8.22571E-24,4.84578E-23,1.32404E-22,2.44531E-22,3.65655E-22,4.25195E-22,5.54743E-22,6.28325E-22,1.28086E-22,1.13475E-25,3.68562E-24,4.00E-03,9.60E+00
5.61304E-26,7.18408E-26,1.67745E-25,1.17765E-24,5.93079E-24,3.83174E-23,1.06569E-22,2.01138E-22,3.04265E-22,3.55871E-22,4.67959E-22,5.32103E-22,1.0855E-22,5.82395E-26,2.47306E-24,4.00E-03,9.70E+00
2.23601E-26,3.42072E-26,8.86711E-26,7.85219E-25,4.39624E-24,2.77137E-23,7.21249E-23,1.28768E-22,1.8772E-22,2.15063E-22,2.69901E-22,2.96579E-22,5.96901E-23,2.51493E-26,1.76962E-24,4.00E-03,9.80E+00
3.64993E-26,4.13289E-26,7.04496E-26,4.71857E-25,3.01086E-24,2.23598E-23,6.43422E-23,1.25176E-22,1.92426E-22,2.26873E-22,3.01007E-22,3.42948E-22,6.98966E-23,3.69464E-26,1.14027E-24,4.00E-03,9.90E+00
3.10097E-26,3.08999E-26,4.08173E-26,3.02157E-25,2.4075E-24,1.95874E-23,5.72317E-23,1.1246E-22,1.73417E-22,2.04641E-22,2.71132E-22,3.08114E-22,6.26675E-23,3.05178E-26,8.41889E-25,4.00E-03,1.00E+01
8.77517E-27,9.76145E-27,1.71165E-26,1.93726E-25,1.62837E-24,1.23557E-23,3.346E-23,6.1729E-23,9.16139E-23,1.05755E-22,1.32666E-22,1.43932E-22,2.86772E-23,8.91922E-27,5.64457E-25,4.00E-03,1.01E+01
3.44286E-26,3.32464E-26,3.67442E-26,1.48187E-25,1.45809E-24,1.47167E-23,4.76174E-23,9.96939E-23,1.59475E-22,1.9193E-22,2.63541E-22,3.06177E-22,6.27508E-23,3.36646E-26,4.62266E-25,4.00E-03,1.02E+01
9.47084E-27,9.0619E-27,9.51757E-27,3.92432E-26,5.35704E-25,5.89088E-24,1.89913E-23,3.89841E-23,6.18792E-23,7.40294E-23,9.8732E-23,1.10754E-22,2.22893E-23,9.25395E-27,1.52912E-25,4.00E-03,1.03E+01
5.27787E-27,4.84924E-27,4.84645E-27,2.26384E-26,4.41423E-25,5.60102E-24,1.9079E-23,4.04675E-23,6.55983E-23,7.94844E-23,1.08967E-22,1.24918E-22,2.54013E-23,5.05963E-27,1.14447E-25,4.00E-03,1.04E+01
4.61713E-27,6.57431E-27,1.69373E-26,6.35532E-26,4.68704E-25,4.84345E-24,1.58594E-23,3.21588E-23,5.1321E-23,6.17937E-23,8.35829E-23,9.46166E-23,1.91285E-23,4.61855E-27,1.57212E-25,4.00E-03,1.05E+01
2.57147E-25,3.13737E-25,3.55643E-25,4.5939E-25,9.42522E-25,5.54167E-24,1.68839E-23,3.21395E-23,5.01026E-23,5.98036E-23,8.01324E-23,9.03314E-23,1.82398E-23,2.8596E-25,5.77163E-25,4.00E-03,1.06E+01
7.20304E-25,7.50973E-25,7.57358E-25,8.36078E-25,1.19473E-24,6.25348E-24,2.16209E-23,4.68387E-23,7.81069E-23,9.65395E-23,1.38953E-22,1.65632E-22,3.42519E-23,7.42632E-25,9.20904E-25,4.00E-03,1.07E+01
4.54378E-25,4.46562E-25,4.37042E-25,4.41753E-25,5.29222E-25,2.32464E-24,8.00725E-24,1.73078E-23,2.92988E-23,3.64254E-23,5.17638E-23,5.99609E-23,1.21762E-23,4.53136E-25,4.63762E-25,4.00E-03,1.08E+01
9.47217E-25,8.38024E-25,7.86926E-25,6.82229E-25,6.36577E-25,2.26486E-24,7.8423E-24,1.74181E-23,2.96681E-23,3.6936E-23,5.28992E-23,6.19342E-23,1.26644E-23,8.91025E-25,6.77378E-25,4.00E-03,1.09E+01
2.17697E-25,1.92633E-25,1.85512E-25,1.82503E-25,2.23712E-25,2.01718E-24,8.28804E-24,1.98595E-23,3.41639E-23,4.2462E-23,6.20173E-23,7.47614E-23,1.5528E-23,2.00381E-25,1.87826E-25,4.00E-03,1.10E+01
9.40944E-20,8.61905E-20,8.09357E-20,6.93021E-20,4.65581E-20,3.07692E-20,2.55703E-20,1.804E-20,1.32622E-20,9.40858E-21,4.43629E-21,2.62773E-21,1.35278E-21,8.98595E-20,6.3374E-20,6.00E-03,6.00E+00
1.1396E-19,1.04958E-19,9.96946E-20,8.65426E-20,5.88624E-20,3.9069E-20,3.23984E-20,2.2922E-20,1.68909E-20,1.19974E-20,5.63944E-21,3.3307E-21,1.78118E-21,1.09059E-19,7.94617E-20,6.00E-03,6.10E+00
1.31648E-19,1.21325E-19,1.16453E-19,1.02851E-19,7.17758E-20,4.83464E-20,4.03969E-20,2.87652E-20,2.12663E-20,1.51429E-20,7.13201E-21,4.20529E-21,2.29644E-21,1.25781E-19,9.53547E-20,6.00E-03,6.20E+00
1.53776E-19,1.41716E-19,1.38204E-19,1.25453E-19,9.24086E-20,6.43262E-20,5.53182E-20,4.0038E-20,2.9918E-20,2.15068E-20,1.04029E-20,6.22541E-21,3.52072E-21,1.46662E-19,1.18804E-19,6.00E-03,6.30E+00
1.41064E-19,1.30749E-19,1.28294E-19,1.18695E-19,9.27343E-20,7.02296E-20,6.78091E-20,5.38776E-20,4.47029E-20,3.55821E-20,2.40093E-20,1.86415E-20,1.09439E-20,1.34881E-19,1.14632E-19,6.00E-03,6.40E+00
1.04603E-19,9.59018E-20,9.34606E-20,8.59596E-20,6.54019E-20,4.84976E-20,4.60367E-20,3.63536E-20,3.00237E-20,2.37938E-20,1.61293E-20,1.25947E-20,6.40956E-21,9.94401E-20,8.22537E-20,6.00E-03,6.50E+00
8.01676E-20,7.2876E-20,7.10542E-20,6.56097E-20,4.96465E-20,3.71077E-20,3.53105E-20,2.71867E-20,2.17831E-20,1.68102E-20,1.06172E-20,7.96702E-21,3.48511E-21,7.59315E-20,6.26216E-20,6.00E-03,6.60E+00
6.14083E-20,5.54101E-20,5.42635E-20,5.0285E-20,3.82465E-20,2.89558E-20,2.82093E-20,2.27705E-20,2.00665E-20,1.71756E-20,1.49739E-20,1.44376E-20,4.55286E-21,5.79737E-20,4.80774E-20,6.00E-03,6.70E+00
4.46877E-20,4.01924E-20,3.93073E-20,3.61775E-20,2.77976E-20,2.14167E-20,2.20378E-20,2.05266E-20,2.23421E-20,2.26379E-20,2.75479E-20,3.09425E-20,8.20525E-21,4.21286E-20,3.47552E-20,6.00E-03,6.80E+00
3.27502E-20,2.94961E-20,2.88025E-20,2.63296E-20,2.06541E-20,1.59753E-20,1.64577E-20,1.63594E-20,1.99427E-20,2.19893E-20,3.10519E-20,3.77339E-20,9.00501E-21,3.0919E-20,2.55702E-20,6.00E-03,6.90E+00
2.24231E-20,2.01897E-20,1.9648E-20,1.77049E-20,1.44016E-20,1.1355E-20,1.20473E-20,1.25587E-20,1.60449E-20,1.81702E-20,2.64518E-20,3.25951E-20,7.59486E-21,2.11818E-20,1.75185E-20,6.00E-03,7.00E+00
1.61753E-20,1.46563E-20,1.42936E-20,1.29209E-20,1.08356E-20,8.74806E-21,9.6533E-21,1.01714E-20,1.27871E-20,1.42582E-20,2.01397E-20,2.4483E-20,5.57011E-21,1.53176E-20,1.29266E-20,6.00E-03,7.10E+00
1.16862E-20,1.06056E-20,1.04802E-20,9.68345E-21,8.13635E-21,6.61741E-21,7.70109E-21,8.19023E-21,9.96451E-21,1.07778E-20,1.43536E-20,1.6878E-20,3.65514E-21,1.10753E-20,9.6271E-21,6.00E-03,7.20E+00
8.78777E-21,8.09544E-21,8.06449E-21,7.65704E-21,6.65109E-21,5.98538E-21,7.5071E-21,7.26374E-21,7.71294E-21,7.61546E-21,8.67177E-21,9.5036E-21,1.99504E-21,8.40389E-21,7.63245E-21,6.00E-03,7.30E+00
6.91558E-21,6.43805E-21,6.41216E-21,6.14657E-21,5.42543E-21,5.188E-21,6.94506E-21,6.66745E-21,6.87664E-21,6.63156E-21,7.15398E-21,7.58228E-21,1.58257E-21,6.65497E-21,6.14197E-21,6.00E-03,7.40E+00
5.29842E-21,4.99872E-21,4.97162E-21,4.82749E-21,4.34742E-21,4.39457E-21,6.1655E-21,5.86576E-21,5.87219E-21,5.5163E-21,5.56898E-21,5.63679E-21,1.14513E-21,5.14032E-21,4.83477E-21,6.00E-03,7.50E+00
4.16583E-21,3.98204E-21,3.95625E-21,3.89194E-21,3.57795E-21,3.79406E-21,5.60289E-21,5.49678E-21,5.61487E-21,5.33158E-21,5.41452E-21,5.43711E-21,1.08828E-21,4.0743E-21,3.9087E-21,6.00E-03,7.60E+00
3.26261E-21,3.16134E-21,3.14169E-21,3.14005E-21,2.9511E-21,3.28567E-21,5.01395E-21,4.83513E-21,4.78687E-21,4.43384E-21,4.24713E-21,4.09551E-21,8.0882E-22,3.21715E-21,3.16199E-21,6.00E-03,7.70E+00
2.50099E-21,2.45403E-21,2.43749E-21,2.47533E-21,2.37963E-21,2.77375E-21,4.43147E-21,4.48436E-21,4.61339E-21,4.38668E-21,4.39392E-21,4.32426E-21,8.57835E-22,2.48688E-21,2.50012E-21,6.00E-03,7.80E+00
1.99596E-21,1.98446E-21,1.97416E-21,2.04229E-21,2.01327E-21,2.48448E-21,4.11866E-21,4.31046E-21,4.68796E-21,4.7848E-21,5.7473E-21,6.49962E-21,1.39403E-21,2.00156E-21,2.07105E-21,6.00E-03,7.90E+00
1.55999E-21,1.57457E-21,1.57062E-21,1.65228E-21,1.66265E-21,2.10085E-21,3.52186E-21,3.81133E-21,4.31591E-21,4.54352E-21,5.69786E-21,6.60748E-21,1.42896E-21,1.57898E-21,1.68028E-21,6.00E-03,8.00E+00
1.14365E-21,1.1732E-21,1.1777E-21,1.26611E-21,1.30813E-21,1.77792E-21,3.13817E-21,3.54578E-21,4.15164E-21,4.46174E-21,5.72385E-21,6.69743E-21,1.44891E-21,1.16902E-21,1.29347E-21,6.00E-03,8.10E+00
