RA_UVIT (deg),RA_std (deg),DEC_UVIT (deg),DEC_std (deg),F148W_AB,F148W_err,F172M_AB,F172M_err,N219M_AB,N219M_err,N279N_AB,N279N_err,F169M_AB,F169M_err,Field,Seq,Source_ID,f,p,c,RAJ2000,DEJ2000,U_vega,B_vega,V_vega,R_vega,I_vega,J_vega,H_vega,K_vega,NUV,NUV_err,FUV,FUV_err,Vr,e_Vr,E_B-V_1,e_E_B-V_1,E_B-V_2,r_E_B-V_2,__Fe_H_,Hbet,x,y,Rp,SimbadName,Separation
11.36886557,6.17E-05,41.50122034,1.41E-04,23.83867938,0.291887306,23.51815891,0.3875443,22.57038819,0.225359628,21.55469059,0.224801904,,,13,?,B287,1,0,0,11.36872917,41.50127778,18.805,18.731,18.059,17.567,16.932,,,,21.532,0.067,,,-281,34,,,0.07,0,,,29.99,-15.58,7.7,Bol 287,0.421905431
11.4354568,1.23E-04,41.69850699,4.79E-05,23.93816016,0.305386415,23.23442144,0.340546467,22.36098503,0.205283943,21.34528743,0.204671521,,,13,?,B374,1,0,1,11.4355,41.69862778,18.857,18.75,18.31,17.9,17.42,,,,21.905,0.148,,,-96,12,,,0.34,1,,4.24,41.13,-10.56,9.67,Bol 374,0.450077162
11.43986114,9.61E-05,41.66167858,5.95E-05,24.03476628,0.319108615,23.46982512,0.379093679,22.52717698,0.22105178,21.51147938,0.220483159,,,13,?,B375,1,0,0,11.43983333,41.66170833,18.621,18.51,17.61,17.07,16.59,15.462,14.666,14.341,22.441,0.193,,,-209,12,0.29,0.03,0.21,0,-0.87,2.35,39.51,-12.09,9.41,Bol 375,0.130635806
11.45171019,1.78E-05,41.71103513,7.33E-05,21.71255365,0.114142739,21.30721643,0.14427534,20.78509628,0.104971702,19.76939868,0.103768938,,,13,?,B376,1,0,1,11.45160833,41.71107778,18.325,18.371,18.06,17.82,17.09,,,,20.538,0.038,21.285,0.084,-163,20,,,0.31,1,,6.4,42.16,-10.66,9.9,Bol 376,0.31384321
11.52716106,2.21E-04,41.34952798,2.50E-04,99.99,99.99,23.37121516,0.362430877,20.97325869,0.113227363,19.95756109,0.112113202,,,13,?,B381,1,0,0,11.52727917,41.34968333,16.823,16.608,15.655,15.15,14.54,13.804,13.144,13.067,20.414,0.026,,,-86,2,0.17,0.02,0.24,0,-1.1,1.7,27.31,-26.83,8.72,Bol 381,0.643944971
11.54310089,9.70E-05,41.62779619,8.94E-05,21.70300418,0.113687016,21.57847334,0.162254538,21.63966195,0.149712662,20.62396435,0.148871808,,,13,?,B382,1,0,0,11.54308333,41.62787222,18.239,17.894,17.19,16.733,16.171,15.717,15.097,15.547,20.968,0.041,21.905,0.099,-302,12,0.1,0.02,0.18,0,-1.16,3.09,40.81,-16.98,10.07,Bol 382,0.277745737
11.74180096,5.41E-04,41.565713,2.34E-04,99.99,99.99,24.92787347,0.739248611,23.08119681,0.28354266,22.0654992,0.283099584,,,13,?,B391,1,0,0,11.7421125,41.56569722,18.27,17.231,16.506,15.855,16.166,15.415,14.678,14.729,22.019,0.079,,,-325,12,0.36,0.03,0.24,0,-0.96,2.75,43.47,-26.28,11.57,Bol 391,0.841048067
11.75511675,3.92E-04,41.40175838,1.51E-04,24.38897126,0.375044515,25.11841495,0.806880889,22.69023309,0.237779312,21.67453549,0.237250786,,,13,?,B393,1,0,1,11.75501667,41.401775,18.047,17.719,16.916,16.4,15.8,15.162,14.225,14.231,21.752,0.086,,,-331,10,0.14,0.02,0.17,0,-1.03,1.9,36.16,-32.89,11.13,Bol 393,0.276790522
11.36698451,2.70E-04,41.70090079,1.97E-04,24.15911441,0.337705067,99.99,99.99,23.63312619,0.364237239,22.61742859,0.363892429,,,13,?,M085,1,0,0,11.36672083,41.70101111,20.055,19.766,19.57,18.837,18.591,,,,,,,,-120,37,,,0.44,1,,,39.32,-8.06,9.14,[MKK98] M 31 85,0.812418102
11.38788373,2.93E-04,41.70541168,2.10E-04,24.25460781,0.352734807,99.99,99.99,23.29943356,0.31298755,22.28373595,0.312586213,,,13,?,M091,1,0,1,11.38792083,41.70533333,20.02,19.725,18.86,18.575,17.87,17.197,17.677,15.594,,,,,-144,43,0.54,0.03,0.49,1,,,40.12,-8.64,9.35,[MKK98] M 31 91,0.299153693
11.40617574,4.91E-04,41.66963335,9.91E-05,24.70509127,0.433360546,23.92673609,0.467091859,99.99,99.99,99.99,99.99,,,13,?,M093,1,0,0,11.40607083,41.66979167,20.69,20.41,19.35,19.338,18.59,,,,,,,,-217,38,,,0.13,1,,,38.95,-10.6,9.19,[MKK98] M 31 93,0.635943741
11.4568942,1.54E-04,41.65703039,4.56E-05,99.99,99.99,24.36695596,0.571455233,23.89063694,0.40960729,22.87493934,0.409300704,,,13,?,M105,1,0,0,11.45705,41.65728889,19.975,19.824,18.87,18.563,17.73,,,,,,,,-157,13,,,0.13,1,,,39.79,-12.86,9.52,[MKK98] M 31 105,1.020594638
11.40566572,3.68E-04,41.61257906,2.70E-04,25.52115304,0.630005871,24.41818834,0.585040406,99.99,99.99,99.99,99.99,,,13,?,BH29,1,0,1,11.40550833,41.612575,20.577,20.35,19.648,19.227,18.724,,,,,,,,,0,,,,0,,,36.25,-12.72,8.75,M31GC J004537+413644,0.423878439
10.82352175,,41.46246154,,23.79769889,0.16037826,25.05060079,4.376873616,22.29610967,0.159443236,21.71790924,0.158189586,99.99,99.99,0,?,B163,1,0,1,10.8235,41.462475,16.71,16.03,15.045,14.43,13.71,12.637,11.84,11.686,21.316,0.061,,,-174,2,0.14,0.01,0.21,0,-0.08,1.74,12.98,2.22,3,Bol 163,0.076090015
10.92290457,,41.40707239,,22.31069761,0.065302788,22.84585309,0.378479811,20.97369686,0.089006921,20.39508312,0.086552955,21.88426858,0.167810928,0,?,B188,1,0,0,10.92290417,41.40715,17.95,17.75,17.04,16.63,15.92,15.358,14.684,15.009,20.898,0.093,,,-184,12,0.04,0.01,0.09,0,-1.51,2.43,13.13,-3.35,3.09,Bol 188,0.279411649
10.97677389,,41.2538314,,20.98483332,0.069782995,20.99054688,0.077020173,21.44085943,0.107593937,20.24820738,0.104462819,21.53523475,0.096271821,0,?,B106D,1,0,1,10.97686667,41.25381111,18.673,18.667,18.087,17.779,17.226,,,,20.412,0.075,20.765,0.089,-312,36,,,0.34,1,,,7.4,-10.95,3.01,Bol D106,0.261491938
10.97615774,,41.23657639,,20.38754109,0.066500576,20.4342633,0.06219275,20.58940461,0.076786295,19.41353085,0.073350906,20.71561275,0.068713434,0,?,M003,1,0,1,10.97638333,41.23640833,18.589,18.908,18.77,18.008,19.21,16.615,16.034,15.176,20.166,0.083,20.348,0.081,-239,27,,,0.7,1,,,6.57,-11.57,3.03,[MKK98] M 31 03,0.859658005
11.31488883,,41.58805571,,24.18366192,0.123287787,23.13874204,0.326047886,22.23581645,0.146174462,21.69838608,0.219908288,99.99,99.99,0,?,B239,1,0,0,11.31495417,41.58809167,18.49,18.1,17.08,16.65,16.09,15.285,14.547,14.573,22.15,0.18,,,-411,51,0.09,0.01,0.12,2,-1.46,1.67,32.57,-10.45,7.79,Bol 239,0.218405172
11.1653136,,41.40782089,,21.64938752,0.044131985,21.36388445,0.151734832,21.89599251,0.222389334,21.64547498,0.31866059,99.99,99.99,0,?,B118D,1,0,1,11.1652875,41.40784444,18.532,18.707,18.26,17.907,17.65,17.076,15.736,15.601,20.595,0.086,,,-247,17,0.32,0.02,0.28,1,,,19.92,-11.89,5.28,Bol D118,0.110273228
11.14298247,,41.38670838,,99.99,99.99,23.62149555,0.462089228,24.32645591,0.567757008,24.43413641,0.837885,99.99,99.99,0,?,M043,1,0,0,11.1431,41.38656944,20.779,20.601,19.64,19.514,19.01,,,,,,,,-199,39,,,0.13,1,,,18.3,-11.9,4.97,[MKK98] M 31 43,0.592392924
11.30597888,,41.62668019,,20.01137585,0.028040485,19.87169242,0.078348557,20.71844195,0.092887639,20.45575619,0.166076208,99.99,99.99,0,?,WH28,1,0,6,11.30591667,41.62672222,,,17.56,,,,,,19,0.04,19.06,0.04,,0,,,,0,,,34.14,-8.69,8.02,,0.225657557
