F148W,F169M,F172M,N219M,N279N,f275w,f336w,f475w,f814w,f110w,f160w,Z,log(age)
1.71098E-20,1.54252E-20,1.63987E-20,1.65713E-20,1.48368E-20,1.53E-20,3.71E-21,2.02E-20,1.25E-20,2.33E-20,3.21668E-20,3.00E-02,7.00E+00
1.19864E-20,1.09E-20,1.15995E-20,1.18622E-20,1.08723E-20,1.12E-20,3.03E-21,1.69E-20,1.05E-20,1.77E-20,2.35725E-20,3.00E-02,7.10E+00
8.68238E-21,8.00633E-21,8.47671E-21,8.74633E-21,8.16693E-21,8.35E-21,2.50E-21,1.32E-20,8.16E-21,1.28E-20,1.6405E-20,3.00E-02,7.20E+00
6.53541E-21,6.13271E-21,6.44717E-21,6.7046E-21,6.37249E-21,6.48E-21,2.15E-21,1.10E-20,6.82E-21,9.95E-21,1.23165E-20,3.00E-02,7.30E+00
5.02604E-21,4.81039E-21,5.02904E-21,5.29331E-21,5.12804E-21,5.19E-21,1.93E-21,9.70E-21,6.02E-21,8.24E-21,9.80576E-21,3.00E-02,7.40E+00
3.78298E-21,3.69294E-21,3.83997E-21,4.09091E-21,4.03256E-21,4.07E-21,1.69E-21,8.47E-21,5.26E-21,6.93E-21,8.02914E-21,3.00E-02,7.50E+00
2.88168E-21,2.87042E-21,2.97832E-21,3.2252E-21,3.23774E-21,3.25E-21,1.50E-21,7.24E-21,4.50E-21,5.68E-21,6.40086E-21,3.00E-02,7.60E+00
2.1515E-21,2.18899E-21,2.27193E-21,2.51061E-21,2.56767E-21,2.57E-21,1.35E-21,6.61E-21,4.10E-21,5.48E-21,6.51403E-21,3.00E-02,7.70E+00
1.5936E-21,1.65506E-21,1.72434E-21,1.94907E-21,2.02697E-21,2.02E-21,1.21E-21,5.68E-21,3.53E-21,4.11E-21,4.30193E-21,3.00E-02,7.80E+00
1.16053E-21,1.23151E-21,1.29139E-21,1.48934E-21,1.56951E-21,1.56E-21,1.07E-21,5.53E-21,3.43E-21,5.03E-21,6.15351E-21,3.00E-02,7.90E+00
8.53836E-22,9.24537E-22,9.80138E-22,1.1609E-21,1.24169E-21,1.24E-21,9.68E-22,5.31E-21,3.30E-21,5.87E-21,7.93422E-21,3.00E-02,8.00E+00
5.89776E-22,6.56487E-22,7.08015E-22,8.60895E-22,9.35724E-22,9.35E-22,8.74E-22,5.22E-21,3.24E-21,5.99E-21,8.20107E-21,3.00E-02,8.10E+00
3.74831E-22,4.33229E-22,4.79556E-22,5.99902E-22,6.67126E-22,6.68E-22,7.43E-22,4.42E-21,2.74E-21,5.21E-21,7.21705E-21,3.00E-02,8.20E+00
2.30806E-22,2.79564E-22,3.21931E-22,4.15365E-22,4.76619E-22,4.79E-22,6.55E-22,4.25E-21,2.64E-21,5.08E-21,7.06896E-21,3.00E-02,8.30E+00
1.24799E-22,1.61518E-22,1.99963E-22,2.69744E-22,3.24149E-22,3.27E-22,5.48E-22,3.55E-21,2.20E-21,4.11E-21,5.63844E-21,3.00E-02,8.40E+00
5.21189E-23,7.43679E-23,1.06162E-22,1.57696E-22,2.03861E-22,2.07E-22,4.38E-22,2.77E-21,1.72E-21,2.94E-21,3.85204E-21,3.00E-02,8.50E+00
2.24027E-23,3.23138E-23,5.33897E-23,9.03042E-23,1.28311E-22,1.32E-22,3.57E-22,2.90E-21,1.80E-21,3.54E-21,4.93472E-21,3.00E-02,8.60E+00
1.33182E-23,1.72808E-23,2.81937E-23,5.35416E-23,8.54175E-23,8.91E-23,2.88E-22,2.88E-21,1.79E-21,3.56E-21,4.98774E-21,3.00E-02,8.70E+00
6.73836E-24,8.39166E-24,1.27023E-23,2.72608E-23,5.39036E-23,5.75E-23,2.27E-22,2.21E-21,1.37E-21,2.38E-21,3.12711E-21,3.00E-02,8.80E+00
4.0252E-24,4.95922E-24,6.84251E-24,1.44848E-23,3.42289E-23,3.74E-23,1.86E-22,2.36E-21,1.46E-21,2.76E-21,3.75373E-21,3.00E-02,8.90E+00
1.96091E-24,2.33605E-24,3.08112E-24,6.72552E-24,2.1286E-23,2.41E-23,1.44E-22,2.00E-21,1.24E-21,2.51E-21,3.52857E-21,3.00E-02,9.00E+00
6.36529E-25,7.38975E-25,9.89822E-25,2.59674E-24,1.28833E-23,1.52E-23,1.15E-22,1.48E-21,9.21E-22,1.71E-21,2.31076E-21,3.00E-02,9.10E+00
3.90263E-25,4.93202E-25,6.68673E-25,1.56758E-24,8.96333E-24,1.08E-23,8.80E-23,8.95E-22,5.56E-22,7.51E-22,8.36296E-22,3.00E-02,9.20E+00
2.49458E-25,3.24339E-25,4.63144E-25,1.02338E-24,6.18549E-24,7.53E-24,7.15E-23,9.36E-22,5.81E-22,1.05E-21,1.39778E-21,3.00E-02,9.30E+00
1.52026E-25,2.06275E-25,3.36645E-25,7.23919E-25,4.26599E-24,5.22E-24,5.75E-23,8.12E-22,5.04E-22,9.07E-22,1.21084E-21,3.00E-02,9.40E+00
8.20434E-26,8.46461E-26,1.15526E-25,2.94479E-25,2.65058E-24,3.30E-24,4.31E-23,6.29E-22,3.91E-22,6.98E-22,9.32945E-22,3.00E-02,9.50E+00
4.63186E-26,4.40157E-26,5.00793E-26,1.26293E-25,1.6377E-24,2.07E-24,3.31E-23,5.09E-22,3.16E-22,5.59E-22,7.46693E-22,3.00E-02,9.60E+00
3.77411E-26,3.49334E-26,3.54753E-26,6.90078E-26,1.03103E-24,1.31E-24,2.49E-23,3.93E-22,2.44E-22,4.29E-22,5.71707E-22,3.00E-02,9.70E+00
1.88471E-26,1.73093E-26,1.6536E-26,2.96606E-26,6.36837E-25,8.16E-25,1.68E-23,2.52E-22,1.57E-22,2.58E-22,3.30036E-22,3.00E-02,9.80E+00
2.33804E-26,2.14365E-26,2.06055E-26,2.72448E-26,4.57781E-25,5.86E-25,1.40E-23,2.32E-22,1.44E-22,2.51E-22,3.31231E-22,3.00E-02,9.90E+00
1.95814E-26,1.81099E-26,1.75835E-26,2.1034E-26,3.0927E-25,3.96E-25,1.18E-23,2.06E-22,1.28E-22,2.25E-22,2.98121E-22,3.00E-02,1.00E+01
1.18359E-26,1.23563E-26,1.81188E-26,4.08299E-26,2.93519E-25,3.66E-25,1.06E-23,1.87E-22,1.16E-22,2.10E-22,2.81913E-22,3.00E-02,1.01E+01
6.65325E-25,6.89955E-25,7.20762E-25,8.12345E-25,9.63919E-25,1.00E-24,5.86E-24,8.92E-23,5.54E-23,9.23E-23,1.16501E-22,3.00E-02,1.02E+01
5.90577E-25,4.90625E-25,5.0636E-25,6.15148E-25,5.38911E-25,5.85E-25,5.81E-24,1.13E-22,7.00E-23,1.31E-22,1.7874E-22,3.00E-02,1.03E+01
4.7597E-25,4.05602E-25,4.23765E-25,5.71434E-25,4.29205E-25,4.66E-25,3.54E-24,6.46E-23,4.01E-23,6.98E-23,8.90487E-23,3.00E-02,1.04E+01
5.65794E-25,4.86587E-25,5.06621E-25,7.0636E-25,4.73675E-25,5.09E-25,4.42E-24,9.99E-23,6.20E-23,1.21E-22,1.67523E-22,3.00E-02,1.05E+01
2.96792E-25,2.49496E-25,2.62936E-25,3.69493E-25,2.44349E-25,2.60E-25,1.53E-24,3.81E-23,2.37E-23,4.53E-23,5.95619E-23,3.00E-02,1.06E+01
3.49021E-25,3.05182E-25,3.07227E-25,3.20238E-25,2.41834E-25,2.54E-25,1.30E-24,3.40E-23,2.11E-23,4.07E-23,5.35875E-23,3.00E-02,1.07E+01
1.58428E-25,1.3899E-25,1.39131E-25,1.39963E-25,1.09779E-25,1.16E-25,1.25E-24,3.35E-23,2.08E-23,3.96E-23,5.19986E-23,3.00E-02,1.08E+01
3.42392E-25,3.00005E-25,2.99437E-25,2.93706E-25,2.36382E-25,2.48E-25,2.76E-24,7.05E-23,4.37E-23,8.34E-23,1.13264E-22,3.00E-02,1.09E+01
2.08011E-25,1.82549E-25,1.85297E-25,1.97474E-25,1.45151E-25,1.52E-25,3.72E-25,9.62E-24,5.97E-24,1.13E-23,1.51724E-23,3.00E-02,1.10E+01
1.48613E-19,1.36957E-19,1.41395E-19,1.35809E-19,1.027E-19,1.07E-19,1.81E-20,3.99E-20,2.47E-20,1.54E-20,8.38755E-21,4.00E-02,6.00E+00
1.4947E-19,1.35531E-19,1.41544E-19,1.38343E-19,1.06147E-19,1.10E-19,1.81E-20,3.88E-20,2.41E-20,1.46E-20,7.80406E-21,4.00E-02,6.10E+00
1.38651E-19,1.2485E-19,1.31219E-19,1.28969E-19,9.97335E-20,1.04E-19,1.71E-20,3.68E-20,2.28E-20,1.38E-20,7.39668E-21,4.00E-02,6.20E+00
1.31016E-19,1.1839E-19,1.25288E-19,1.21062E-19,9.5682E-20,9.91E-20,1.68E-20,3.62E-20,2.25E-20,1.37E-20,7.3609E-21,4.00E-02,6.30E+00
1.17304E-19,1.06382E-19,1.13683E-19,1.10269E-19,8.63101E-20,8.93E-20,1.56E-20,3.41E-20,2.12E-20,1.32E-20,7.15923E-21,4.00E-02,6.40E+00
9.40187E-20,8.53613E-20,9.03472E-20,8.88558E-20,7.11755E-20,7.36E-20,1.35E-20,3.01E-20,1.87E-20,1.18E-20,6.43238E-21,4.00E-02,6.50E+00
6.47523E-20,5.91002E-20,6.22064E-20,6.15263E-20,5.32218E-20,5.48E-20,1.21E-20,3.12E-20,1.94E-20,1.56E-20,1.20237E-20,4.00E-02,6.60E+00
4.49291E-20,4.08723E-20,4.2742E-20,4.17117E-20,3.69454E-20,3.81E-20,8.17E-21,2.87E-20,1.78E-20,2.91E-20,3.78687E-20,4.00E-02,6.70E+00
3.26868E-20,2.95875E-20,3.10559E-20,3.06527E-20,2.77832E-20,2.87E-20,6.28E-21,2.64E-20,1.64E-20,3.33E-20,4.72071E-20,4.00E-02,6.80E+00
2.216E-20,1.99895E-20,2.13634E-20,2.17451E-20,1.97724E-20,2.04E-20,4.69E-21,2.23E-20,1.38E-20,2.99E-20,4.32042E-20,4.00E-02,6.90E+00
1.55474E-20,1.40708E-20,1.52196E-20,1.58109E-20,1.45342E-20,1.50E-20,3.72E-21,1.80E-20,1.12E-20,2.15E-20,2.99131E-20,4.00E-02,7.00E+00
1.0939E-20,1.00127E-20,1.07936E-20,1.13174E-20,1.0644E-20,1.09E-20,3.03E-21,1.55E-20,9.64E-21,1.77E-20,2.4006E-20,4.00E-02,7.10E+00
8.00142E-21,7.43469E-21,7.95902E-21,8.40154E-21,8.03644E-21,8.20E-21,2.53E-21,1.31E-20,8.11E-21,1.36E-20,1.7748E-20,4.00E-02,7.20E+00
6.13883E-21,5.81378E-21,6.17838E-21,6.57517E-21,6.39199E-21,6.49E-21,2.19E-21,9.88E-21,6.13E-21,9.01E-21,1.10901E-20,4.00E-02,7.30E+00
4.58943E-21,4.43637E-21,4.68343E-21,5.03738E-21,4.97953E-21,5.03E-21,1.93E-21,9.88E-21,6.13E-21,8.97E-21,1.09512E-20,4.00E-02,7.40E+00
3.48338E-21,3.43891E-21,3.61549E-21,3.94455E-21,3.96634E-21,3.99E-21,1.71E-21,8.21E-21,5.10E-21,6.92E-21,8.10882E-21,4.00E-02,7.50E+00
2.65059E-21,2.67297E-21,2.80462E-21,3.11191E-21,3.18369E-21,3.19E-21,1.53E-21,7.24E-21,4.49E-21,5.79E-21,6.54852E-21,4.00E-02,7.60E+00
1.92289E-21,1.98281E-21,2.08328E-21,2.36341E-21,2.45386E-21,2.45E-21,1.35E-21,6.38E-21,3.96E-21,5.43E-21,6.58114E-21,4.00E-02,7.70E+00
1.42776E-21,1.50333E-21,1.58685E-21,1.84001E-21,1.93661E-21,1.93E-21,1.20E-21,5.53E-21,3.43E-21,4.25E-21,4.66926E-21,4.00E-02,7.80E+00
1.03115E-21,1.1114E-21,1.18483E-21,1.41024E-21,1.50418E-21,1.50E-21,1.10E-21,5.77E-21,3.58E-21,5.86E-21,7.66793E-21,4.00E-02,7.90E+00
7.13113E-22,7.87583E-22,8.5194E-22,1.04132E-21,1.12292E-21,1.12E-21,9.48E-22,5.07E-21,3.14E-21,6.23E-21,8.98886E-21,4.00E-02,8.00E+00
4.82203E-22,5.49523E-22,6.07284E-22,7.61586E-22,8.33096E-22,8.34E-22,8.35E-22,4.64E-21,2.88E-21,5.82E-21,8.39002E-21,4.00E-02,8.10E+00
3.02716E-22,3.60789E-22,4.12272E-22,5.33224E-22,5.97107E-22,5.99E-22,7.20E-22,4.00E-21,2.48E-21,4.79E-21,6.73225E-21,4.00E-02,8.20E+00
1.72368E-22,2.18744E-22,2.65144E-22,3.57218E-22,4.14917E-22,4.18E-22,6.30E-22,3.99E-21,2.48E-21,5.16E-21,7.46889E-21,4.00E-02,8.30E+00
8.18189E-23,1.12482E-22,1.52197E-22,2.19509E-22,2.6949E-22,2.74E-22,5.19E-22,3.23E-21,2.00E-21,3.94E-21,5.60352E-21,4.00E-02,8.40E+00
3.49889E-23,4.96176E-23,7.66459E-23,1.22552E-22,1.62055E-22,1.66E-22,4.01E-22,2.81E-21,1.74E-21,3.61E-21,5.1925E-21,4.00E-02,8.50E+00
1.87527E-23,2.50108E-23,4.07901E-23,7.33526E-23,1.07691E-22,1.12E-22,3.23E-22,2.65E-21,1.65E-21,3.61E-21,5.23432E-21,4.00E-02,8.60E+00
9.33042E-24,1.17161E-23,1.8684E-23,3.84E-23,6.72271E-23,7.13E-23,2.59E-22,2.34E-21,1.45E-21,2.98E-21,4.18108E-21,4.00E-02,8.70E+00
4.28046E-24,5.33437E-24,7.92672E-24,1.80937E-23,4.12291E-23,4.52E-23,2.06E-22,1.99E-21,1.23E-21,2.35E-21,3.18927E-21,4.00E-02,8.80E+00
2.55775E-24,3.09519E-24,4.21022E-24,8.85844E-24,2.47166E-23,2.79E-23,1.66E-22,2.08E-21,1.29E-21,2.69E-21,3.77559E-21,4.00E-02,8.90E+00
1.61909E-24,1.8734E-24,2.40206E-24,4.65071E-24,1.60182E-23,1.87E-23,1.28E-22,1.73E-21,1.07E-21,2.46E-21,3.58466E-21,4.00E-02,9.00E+00
6.96267E-25,8.26747E-25,1.08764E-24,2.18805E-24,1.01896E-23,1.23E-23,1.05E-22,1.29E-21,8.02E-22,1.59E-21,2.195E-21,4.00E-02,9.10E+00
2.23975E-25,2.47396E-25,3.22041E-25,7.68548E-25,6.31766E-24,7.92E-24,8.00E-23,8.99E-22,5.58E-22,8.91E-22,1.10218E-21,4.00E-02,9.20E+00
2.00689E-25,2.64525E-25,3.82706E-25,7.54674E-25,4.729E-24,5.89E-24,6.26E-23,7.76E-22,4.81E-22,8.64E-22,1.14848E-21,4.00E-02,9.30E+00
1.02383E-25,1.29704E-25,2.20853E-25,5.02689E-25,3.28117E-24,4.10E-24,5.19E-23,7.14E-22,4.43E-22,8.23E-22,1.12789E-21,4.00E-02,9.40E+00
7.03034E-26,7.31237E-26,1.00873E-25,2.31057E-25,2.04209E-24,2.59E-24,4.13E-23,6.36E-22,3.95E-22,7.16E-22,9.69493E-22,4.00E-02,9.50E+00
5.65956E-26,5.20374E-26,5.42605E-26,9.80221E-26,1.20699E-24,1.55E-24,2.98E-23,4.79E-22,2.97E-22,5.50E-22,7.55261E-22,4.00E-02,9.60E+00
2.7521E-26,2.50334E-26,2.36575E-26,3.68218E-26,7.02095E-25,9.11E-25,2.05E-23,3.21E-22,1.99E-22,3.46E-22,4.57336E-22,4.00E-02,9.70E+00
2.84172E-26,2.60481E-26,2.51742E-26,3.1559E-26,4.46347E-25,5.76E-25,1.45E-23,2.38E-22,1.48E-22,2.59E-22,3.40986E-22,4.00E-02,9.80E+00
1.00821E-25,1.38369E-25,1.7936E-25,2.62163E-25,6.09356E-25,7.07E-25,1.28E-23,2.10E-22,1.30E-22,2.31E-22,3.05426E-22,4.00E-02,9.90E+00
1.35641E-24,1.1678E-24,1.17301E-24,1.21339E-24,1.11415E-24,1.21E-24,9.24E-24,1.64E-22,1.02E-22,1.90E-22,2.58789E-22,4.00E-02,1.00E+01
7.34483E-25,6.26901E-25,6.47091E-25,8.01617E-25,6.74687E-25,7.43E-25,6.68E-24,1.07E-22,6.63E-23,1.08E-22,1.34049E-22,4.00E-02,1.01E+01
6.07061E-25,5.08897E-25,5.28533E-25,6.77827E-25,5.35813E-25,5.82E-25,5.34E-24,1.06E-22,6.59E-23,1.27E-22,1.74041E-22,4.00E-02,1.02E+01
4.44273E-25,3.87026E-25,3.92589E-25,4.46298E-25,3.63295E-25,3.94E-25,4.96E-24,1.01E-22,6.27E-23,1.19E-22,1.60567E-22,4.00E-02,1.03E+01
5.11198E-25,4.28224E-25,4.38585E-25,5.18707E-25,3.98212E-25,4.25E-25,3.10E-24,6.09E-23,3.78E-23,6.80E-23,8.7154E-23,4.00E-02,1.04E+01
1.95626E-25,1.71559E-25,1.70711E-25,1.66076E-25,1.52738E-25,1.65E-25,3.84E-24,8.94E-23,5.55E-23,1.08E-22,1.4776E-22,4.00E-02,1.05E+01
2.89953E-25,2.51096E-25,2.46594E-25,2.29149E-25,1.95126E-25,2.04E-25,1.50E-24,3.99E-23,2.47E-23,4.97E-23,6.62458E-23,4.00E-02,1.06E+01
3.56495E-25,3.13137E-25,3.13631E-25,3.10186E-25,2.35956E-25,2.47E-25,1.08E-24,3.05E-23,1.89E-23,3.80E-23,5.007E-23,4.00E-02,1.07E+01
1.30646E-25,1.13354E-25,1.13093E-25,1.10773E-25,8.77418E-26,9.21E-26,1.01E-24,2.96E-23,1.84E-23,3.66E-23,4.81787E-23,4.00E-02,1.08E+01
1.25844E-25,1.06338E-25,1.03779E-25,9.71116E-26,8.43144E-26,8.83E-26,1.15E-24,3.14E-23,1.95E-23,3.70E-23,4.81126E-23,4.00E-02,1.09E+01
1.12597E-25,9.60027E-26,9.37336E-26,8.74526E-26,7.70302E-26,8.06E-26,1.11E-24,3.12E-23,1.94E-23,3.88E-23,5.38326E-23,4.00E-02,1.10E+01
